rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,url_immoscout
"2,5 Zimmer",63 m²,CHF 1100.—,CHF 930.—,4912,"Wynaustrasse, 9",Aarwangen,2017,"In Zweifamilienhaus helle 2 1/2 DachzimmerwohnungEinzugstermin 1. Juni 2022  oder nach Vereibarung, an Nichtraucher / In     ohne Haustiereruhige Lage, nähe ASM HaltestelleKüche mit Granitabdeckung, Geschirrspüler, Glaskeramikherd, grossem Kühlschrank mit GefrierfachBadzimmer mit Dusche, Badwanne und WCSchlaf und Wohnzimmer mit Laminat / Parketboden, Küche und Bad mit Platten2 Balkone, einer mit JurasichtKalkfreies Wasser ( Entkalungsanlage )FernwärmeWaschmaschine und Tumbler zur Mitbenutzung im KellerAuf Wunsch mit Parkplatz Fr.30.-",True,False,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/dachwohnung-mieten-aarwangen/7085374
"5,5 Zimmer",133 m²,CHF 1675.—,CHF 1395.—,4704,Dorfstrasse 3 A,Niederbipp,2022,"Neue Küche mit Granitabdeckung und Geschirrspüler grosser Gefrierschrank usw.Erstbezug nach Renovation.Ganze Wohnung neu gestrichen.Neue Bodenbeläge in allen Wohn und Schlafräumen.Die Wohnung ist hell und sonnig sowie ruhig gelegen, kein Durchgangsverkehr.Sep. WC mit Dusche und Lavabo.Südbalkon 16 m2.Eigener Keller und Estrich.Total  2 Einstellhallenplätze  für je  Fr. 100.00 können dazu gemietet werden.",True,False,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/dachwohnung-mieten-niederbipp/6753308
4 Zimmer,No information,CHF 2245.—,CHF 1965.—,3014,Winkelriedstrasse 49,Bern,No information,"Helle grosse 4 Zimmerwohnung per sofort oder nach Vereinbarung zu vermieten. Die Zimmer verfügen über Einbauschränke und Parkettböden , Badewanne vorhanden Keller und Estrich grosser Balkon, die Wohnung ist frisch renoviert. Das Haus verfügt über einen Lift ÖV  Schule Einkaufsmöglichkeiten in unmittelbarer Nähe",True,True,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/5713651
"4,5 Zimmer",85 m²,CHF 1580.—,CHF 1300.—,3063,Zulligerstrasse 43,Ittigen,No information,"Per sofort vermieten wir in Ittigen eine 4.5-Zimmerwohnung (ca. 85 m2), welche wie folgt ausgestattet ist:Plattenböden, Parkettboden in WohnzimmerBad + sep. WCmoderne KücheWandschränkesonniger BalkonEinstellhallenplätze können zu je Fr. 100.00 / mtl. dazu gemietet werden.",True,False,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-ittigen/6904938
3 Zimmer,87 m²,CHF 2150.—,CHF 1900.—,3006,Sonnenhofweg 10,Bern,1941,"Wir vermieten ab sofort oder nach Vereinbarung 5 totalsanierte 3-Zimmerwohnungen an zentraler Lage im Ostring-Quartier.Zur Zeit stehen noch folgende Wohnungen zur Verfügung:3-Zimmerwohnung - EG links = Nettomiete CHF 1'900.003-Zimmerwohnung - EG rechts = Nettomiete CHF 1'900.003-Zimmerwohnung - 1. OG links = Nettomiete CHF 1'920.003-Zimmerwohnung - 1. OG rechts = Nettomiete CHF 1'920.003-Zimmerwohnung - 2. OG links = Nettomiete CHF 1'940.00Die Wohnungen bieten Ihnen folgendes:Korridor neuer ParkettbodenWohn- und Schlafzimmer alter Riemenparkett neu versiegeltmoderne Küche mit Glaskeramikherd, Granitabdeckung und Geschirrspüler, kl. Balkongrosser Balkon, welcher vom Wohnzimmer her begebahr istgrosses Wohn- und Esszimmer, können durch eine Schiebetüre getrennt werdengrosszügiges EntréeBad mit Badewanne / WC, welches vom Korridor und Schlafzimmer her begehbar istSep. WCSchlafzimmer mit praktischen und grossen Einbauschränkengrosszügiges KellerabteilVelounterstandNicht vorhanden sind:Parkplätze: Es sind blaue Zonen-Parkplätze vorhanden.LiftDie Tram-/Bushaltestellen ""Ostring"" und ""Sonnenhof"" erreichen Sie zu Fuss in nur 3 Minuten, Einkaufsmöglichkeiten in ca. 6 Minuten.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht uns zu kontaktieren.Bewerben Sie sich nach der Besichtigung online unterhttp://immobilien.vfischer.ch/online-service/wohnungsbewerbung/",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6951862
3 Zimmer,65 m²,CHF 1380.—,No information,3086,Obermuhlernstrasse 3,Zimmerwald,2022,Das Stöckli liegt etwas ausserhalb von Zimmerwald. Aussensitzplatz ist möglich und ev. auch Gartenanteil.Die Postautohaltestelle befindet sich ca. 400 m entfernt.Ein Autoabstellplatz gehört zur Wohnung dazu.Eine Garage kann dazu gemietet werden.Die Wohnung wird zur Zeit mit viel Liebe komplett renoviert. Deshalb sind Haustiere leider nicht erwünscht.Aufgrund der Unfallgefahren auf dem nahen Landwirtschaftsbetrieb ist die Wohnung nur für erwachsene Personen geeignet.Besichtigung der Wohnung mit vorgängiger Terminvereinbarung möglich.,True,False,False,True,False,False,True,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-zimmerwald/7084109
4 Zimmer,78 m²,CHF 1470.—,CHF 1190.—,2504,Mettlenweg 66,Biel/Bienne,2020,"Appartement neuf / neue, sehr helle WohnungPremière location / ErstvermietungAppartement de 4 pièces comprenant, 2 chambres de 13 et 14m2, pièce à vivre avec cuisine ouverte agencée de 22m2, séjour lumineux, séparé,  avec accès loggia de 16m2, grand réduit, loggia, salle-de-bains/WC avec douche. Idéal pour 2-3 personnes.Possibilité de louer une place de parc extérieure à CHF 80.-/mois.4 Zimmer Wohnung bestehend aus 2 Schlafzimmern von 13qm und 14qm, offenem Wohn/Essbereich mit Einbauküche 22qm, Decken Sichtbeton. Ideal für 2-3 Personen.Separates Wohnzimmer 16qm, mit Zugang zur LoggiaGrosses Réduit, Badezimmer mit Dusche/WC. Total 78 m2.Jedes Zimmer hat eine durchgehende Fensterfront.Aussenparkplatz kann für CHF 80.- pro Monat dazu gemietet werden.Verfügbar nach Vereinbarung.Arrêt du bus à 200 mètres, Bushaltestelle 200m entferntPlace de parc en location. Parkplatz zu vermietenVoiture Mobility à 150 mètres, Mobility Standort 150mEcole primaire à 10 minutes à pied / Primarschule 10 Minuten zu Fuss entferntPoste à 10 minutes à pied / Post 10 Minuten zu Fuss entferntMagasin d’alimentation à 15 minutes à pied /Einkaufen 15 Min zu Fuss entfernt12 colonnes lavage / séchage / Wasch/Trocknertürme1 colonne lavage / séchage (PROCAP)1 Wasch /Trocknerturm (PROCAP)3 sèche-linge à air soufflé (SECOMAT)/ 3 Trockenräume mit SecomatSechoir pour handicapé (Procap)/ behindertengerechter Trockenraum (Procap)",True,True,True,True,False,True,True,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6081870
"3,5 Zimmer",80 m²,CHF 1500.—,No information,3115,Spielgasse 5,Gerzensee,2016,"moderne,helle und heimelige,  im 2016 erstellte Wohnung. Grosszügiger Wohn-Essbereich, 2 Balkone, Geschirrspüler, grosser Kühlschrank mit Tiefkühlfach, Backofen erhöht, Glaskeramik, edelstahl Dunstabzug. Böden: Platten und Parkett. Grosses Kellerabteil. Waschmaschine und Trockenraum mit Secomat im Keller.Aussenparkplatz Fr. 50.00/Mon. (optional)«Dieses Objekt können Sie per Videoanruf besichtigen.»",True,False,False,True,True,False,False,False,True,https://www.immoscout24.ch/de/d/dachwohnung-mieten-gerzensee/7084083
1 Zimmer,35 m²,CHF 710.—,CHF 650.—,2520,Rue Beauregard 4,La Neuveville,No information,"Joli appartement ensoleillé avec une grande pièce, une petite entrée, une cuisine équipée et une salle de bain. Situé au centre ville de La Neuveville. Parfait pour une personne ou étudiant/e de La Neuveville, Neuchâtel ou de Bienne.",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-la-neuveville/6815759
"4,5 Zimmer",115 m²,CHF 2050.—,CHF 1800.—,3425,Schwärzere 19,Koppigen,2020,"Home Office oder vielleicht schon den Ruhestand geniessen?In jeder Lebenssituation bieten wir Ihnen die geeigneten Räumlichkeiten und die ersehnte Ruhe.Die vergangenen Monate haben gezeigt, wie wertvoll es sein kann auf dem Land und doch in Stadtnähe zu wohnen und dank  grosszügiger Platzverhältnisse effizient Büroarbeiten von zu Hause aus zu erledigen. Sie ersparen sich die Wegzeit und die Transportkosten und können in ländlicher Umgebung Ruhepausen einschalten.Sollten Sie derzeit den Ruhestand planen oder diesen bereits geniessen, dann wird Sie diese Wohnung mit den grossen, gut eingeteilten Räumlichkeiten ebenfalls begeistern.Diese moderne, helle 4 ½ Zimmer Wohnung befindet sich in einem gepflegten Mehrfamilienhaus (7 Einheiten) in ruhigem Wohnquartier in ländlicher Umgebung und trotzdem nahe von Einkaufsmöglichkeiten, Schulen und dem Anschluss an die grossen Verkehrsadern.Die hochwertige Ausstattung der lichtdurchfluteten gut eingeteilten Wohnräume und die grosse Terrasse entsprechen dem Standard einer Eigentumswohnung und sorgen für zeitgemässes, privilegiertes Wohnen.Was mehr kann man sich wünschen?Die Wohnung ist ab sofort oder nach Vereinbarung verfügbar.Hier die Highlights in Kürze :4.5 Zimmer (114.6m2)helle Räumeoffene moderne Küche mit jeglichem KomfortEichenparkett in den SchlafzimmerSteinplatten im Korridor, Küche und Badzimmer1 grosses Badzimmer, Doppellavabo, Badewanne, Toilette1 Dusche mit Lavabo und Toiletteviel Stauraum (Wandschränke im Korridor)Eigener Waschturm (WM und Tumbler) in der Wohnungzusätzlich eine für alle zugängliche Waschküche mit WM undTumbler und Trockenraum mit Secomat im EGLift vor Ihrer Wohnungstüregrosse Terrasse, die zum gemütlichen Verweilen einlädtgeräumiger Keller mit StromanschlussCarport mit abschliessbarem Stauraum (Fr. 100.-) und dieMöglichkeit einen zusätzlichen Aussenparkplatz   (Fr. 50.-) zumieten, sollten Sie zwei Autos habenDie aufstrebende Gemeinde Koppigen grenzt an den Kanton Solothurn.Mit verschiedenen Einkaufsmöglichkeiten, Banken, Restaurants, dem Naherholungsgebiet und dem bekannten, parkartigen Schwimmbad ist Koppigen ein Wohnort zum Wohlfühlen.Kita, Kindergarten und Schulen in nächster Nähe.Ein Privileg ländlich zu wohnen, Einkaufsmöglichkeiten in der Nähe anzutreffen und durch die gute verkehrstechnische Lage zur A1 (Kriegstetten oder Kilchberg) und eine optimale Erreichbarkeit der grossen Städte zu haben.Haustiere nicht erwünscht Für weitere Infos und Fragen stehen wir Ihnen gerne zur Verfügung.Vereinbaren Sie einen Termin und überzeugen Sie sich selber anlässlich einer BesichtigungKontakt+41 26 481 24 24+41 79 412 2 412",True,False,True,True,True,True,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-koppigen/7083981
"3,5 Zimmer",No information,CHF 1815.—,CHF 1595.—,3012,Tannenweg 16,Bern,No information,"Helle Wohnung mit Balkon  im beliebten Längassquartier,  an ruhiger Lage r nach  Vereinbahrung zu vermieten. Parkettboden im Wohn und Essbereich.  Das Badezimmer ist mit einer Badewanne ausgestattet. Keller und Estrich vorhanden . Auch WG möglich.",True,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6649556
"3,5 Zimmer",84 m²,CHF 1730.—,CHF 1520.—,3315,Ahornpark 9,Bätterkinden,2021,"Ä fasch nigu-nagu nöii Wohnig i wunderschöner UmgäbigIm Jahr 2021 wurde die Überbauung Ahornpark fertiggestellt. Die Siedlung verfügt über ein eigenes Restaurant sowie eine wunderbar gestaltete Umgebung mit Spielplatz und Sitzgelegenheiten.Chöit dir denä Argumänt wiederstah?Hochwärtig: Die Wohnung verfügt über Eichenparkett in sämtlichen Wohnräumen. Das Badezimmer sowie das Reduit sind mit einem hochwertigen Plattenboden ausgestattet.Blickfang: Die schöne Glasrückwand verleiht der modernen und geräumigen Küche das gewisse Etwas.Flexibu: im Sommer eine kalte Dusche, im Winter ein warmes Bad. In diesem modernen Badezimmer ist beides möglich.Highlight: dank der separaten Ankleide im Schlafzimmer steht dem begehbaren Kleiderschrank nichts mehr im Wege.Praktisch: eigene Waschmaschine und Wäschetrockner direkt in der Wohnung.Entspanne: egal ob Regen oder Sonnenschein, lassen Sie den Tag dank der überdeckten Terrasse entspannt im Freien ausklingen.Viu Stouruum: Dank dem Reduit in der Wohnung sowie dem Kellerabteil gehören Platzprobleme der Vergangenheit an.Perfekti LaagDie Gemeinde Bätterkinden erfüllt fast jeden Wunsch - Coop, Kiosk, Blumenladen, Coiffeur, Metzgerei, Drogerie, Arztpraxis, Physiotherapie, Fitnesscenter, Restaurants, Ponyhof und vieles mehr finden Sie hier.Auch in der Freizeit wird es Ihnen sicherlich nie langweilig. Mit der Emme und den umliegenden Wäldern liegen herrliche Naherholungsgebiete direkt vor Ihrer Haustüre. Neben Biken, Wandern und Joggen können Sie auch eine Partie Golf auf dem idyllischen Golfplatz Limpachtal spielen.Ideal ist die Lage auch zum Pendeln mit dem ÖV. Der RBS-Bahnhof Bätterkinden ist nur wenige Schritte entfernten. Von dort dauert die Fahrt nach Bern 25 Minuten und nach Solothurn nur 15 Minuten.Für's OutoEs können mehrere Einstellhallenplätze à CHF 115.- pro Monat dazu gemietet werden.Dr Gwunger gweckt?Verschaffen Sie sich dank der virtuellen Tour einen ersten Eindruck bequem vom Sofa aus. Gerne zeigen wir Ihnen das Objekt anschliessend auch persönlich.",True,True,True,False,False,True,True,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-baetterkinden/7083920
2 Zimmer,No information,CHF 1200.—,CHF 990.—,3722,Kientalstrasse 118,Scharnachtal,2020,"Wunderschöne Aussicht auf den Niesen und das Kandertal, schneller Anschluss an die Autobahn und ÖV sowie die Gestalltung der Räume sind einige der Merkmale welche die Wohnung einzigartig machen.Brutomiete 1200.- pro Monat, inkl. Nebenkosten, Strom und ParkplatzWeitere HighlightsOffene Küche mit GeschirrspühlerEinbauschrankEigene Waschmaschine und TumblerKellerabteilGarten zur MitbenutzungWeiterer Autoabstellplatz kann für 60.- dazu gemietet werdenSkigebiet Adelboden ist in nur 30min erreichbarEinkaufsmöglichkeiten:Reichenbach 5 minSpiez, Frutigen 10 minThun 20 MinutenBern, Interlaken 30 MinutenBesichtigen Sie die Wohnung am besten und lassen Sie sich überzeugen!!Wir freuen uns auf Ihre Kontaktaufnahme",True,True,False,True,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-scharnachtal/5129166
"6,5 Zimmer",161 m²,CHF 2795.—,CHF 2545.—,3818,Dorfstrasse 130b,Grindelwald,2016,"Erstwohnung: Mindestens eine in der Wohnung wohnhafte Person muss zwingend den Wohnsitz in Grindelwald habenHaus 2016 fertiggestelltEG: Wohnen/Essen/Kochen, Gäste-WCOG: 4 x Schlafen, Dusche/WC, Bad/WCDG: Büro/Schlafen, Waschen/Werken/Basteln, EstrichraumIm EG seitlicher und südlicher Sitzplatz mit Sonnenschutz, OG mit SüdbalkonTiefgaragenplätze direkt unter dem Haus (150.00 / Mt.)Separater KellerraumMindestmietdauer: 2 Jahre",True,True,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/doppel-einfamilienhaus-mieten-grindelwald/3866347
"4,5 Zimmer",125 m²,CHF 2170.—,CHF 1875.—,3250,Juraweg 1A,Lyss,2009,"Wir vermieten im Zentrum von Lyss eine 4,5 Zimmerwohnung im gehobenen Eigentumsstandard. Der Wohnbereich ist mit einem Schwedenofen ausgestattet. Kochinsel mit Induktionsherd und Wok. Foodcenter, Mikrowelle und Geschirrspüler ergänzen den Küchenbereich.Wohn- und Essbereich, Küche und die zwei Nassräume sind mit Keramikplatten, die Schlafzimmer mit Eichenparkett ausgelegt. Die Wohnung hat Bodenheizung und ist rollstuhlgängig.Eigene Waschmaschine und Wäschetrockner vorhanden.Der Balkon Südwest mit 18m2 und der Balkon Ost mit 12m2 runden das Platzangebot ab. Die drei Zimmer haben jeweils einen direkten Ausgang auf einen der Balkone. Ein Kellerraum steht zur Verfügung.Bezug: 1. August oder nach VereinbarungEinstellhallenplatz kann dazu gemietet werden.",True,False,True,False,False,True,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-lyss/7082681
"3,5 Zimmer",No information,CHF 1650.—,CHF 1450.—,3324,Bäumlisackerweg 1,Hindelbank,2019,"Wohnung komfortmässig ausgestattet:Neu renoviert,Küchenanlage mit Granit und HochbackofenBöden mit Plattenbeläge und Parkettwichtige Teile zur Wohnung:Grosser EstrichraumEinstellhallenplatz  (+ Fr. 100.--/Monat)Grosser Kellerabteil.Grosser Trockenraum benutzbar WM/Tumbler und Seccomat.Grosser, eigener Umschwung und eingezäunt für die Kindersicherheit.Wohnhaus als Einzelgebäude, kein verdichtetes Wohnen !",True,False,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-hindelbank/4630686
"1,5 Zimmer",No information,CHF 730.—,CHF 640.—,2563,Huebstrasse 6,Ipsach,No information,In einer gepflegten Liegenschaft vermieten wir eine renovierte 1.5 Zimmerwohnung. Die Wohnung befindet sich in einem Mehrfamilienhaus und ist sehr gut gelegen.Die Wohnung beinhaltet folgendes:Parkette BodenBalkongeräumiger RaumPraktische neue EinbaukücheMelden Sie sich noch heute um ein Besichtigungstermin abzuamchen!,True,True,False,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ipsach/6825390
"4,5 Zimmer",80 m²,CHF 1950.—,CHF 1800.—,3084,Gossetstrasse 17,Wabern,2017,"Wir vermieten ab 1. Juli 2022 eine helle und moderne  4,5-Zimmer-Wohnungan zentraler und ruhiger Lage in Wabern.Auf Folgendes dürfen Sie sich freuen:moderner, stilvoller Grundriss mit offener Kücheschöner Balkon mit toller Aussicht Richtung Aare-GrüngürtelBadezimmer mit Dusche, Regenbrausedurchgehend Parkettboden in EicheBodenheizungVerwendung modernster MaterialienDas Mehrfamilienhaus wurde vor vier Jahren umfassend renoviert und enthält sieben neu sanierte Wohnungen.  Der öffentliche Verkehr, die Schulen und die Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe.Das Naherholungsgebiet Aare/Eichholz befindet sich in unmittelbarer Nähe.Eine Garage für CHF 150.-- und  ein Aussenabstellplatz fürCHF 40.-- pro Monat können dazu gemietet werden.Weitere Informationen und die Einzelheiten zur Wohnung finden Sie in den angehängten Dokumenten.Gerne stehen wir Ihnen für Fragen zur Verfügung. Wir freuen uns, von Ihnen zu hören!",True,False,False,False,True,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-wabern/6624658
