rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,url_immoscout,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher
4.5,96.0,1980,1680,3645,Schorenstrasse 28,Gwatt (Thun),2019,Am Schorenstrasse 28 in Gwatt / Thun im 1.OG. Komplet renoviert im Jahr 2019. mit zwei Badezimmer (Badewane/WC und Dusche/WC) zur Verfügung steht eine Waschmaschine und Tombler in der Wohnung. Zusätzlich kann man eine Waschküche die für alle Bewohner da ist auch gerne brauchen.Einstellhallenplatz kann für CHF 120.- mtl. dazu gemietet werden.Im Wohnzimmer steht eine Eigebaut IInverter Klimaanlage.Zur Wohnung dazu steht Ihnen ein Kellerabteil zur Verfügung.Die Wohnung befinden sich in einem ruhigem Wohnquartier. Die Ligenschaft ist mit dem öffentlichem Verkehr ausgezeichnet erschlossen (Linie 5 STI Bus fährt alle 10 min zum Bahnhof)Der Thunersee befindet sich auch nurwenige gehminuten entfernt. Von der Terasse aus sind die schönen Berge zu begutachten.Nur 800 m envernt von Einkaufszentrum Strättligen ( Coop Coop Hoby  Coop Restaurant Dener Dosenbach Post AEK BAnk Apotheke Drogerie Strätligen und weitere kleinere Gäschefte.,https://www.immoscout24.ch/de/d/wohnung-mieten-gwatt-thun/7083300,True,False,False,False,False,False,False,True,True
1.0,25.0,790,696,2577,Hauptstrasse 13,Finsterhennen,2021,"Top möbliertes ZimmerAusstattung:  Bettgrösse 140 x 200 cm
  eigene Dusche mit WC
  Kühlschrank im Zimmer
  DSL Internet Anschluss
  TV im Zimmer
  Reinigungsdienst jede 2. Woche inkl.   
  wechseln der Bettwäsche und Frottierwäsche
  Mitbenützung der Gemeinschaftsküche & Waschküche
Preis:Monatlich CHF 790.00 Im Mietzins inklusive:  Gratis 1 Parkplatz
  Allgemeine Nebenkosten   
  (Strom Wasser DSL- & TV Anschluss Heizung)
  Reinigungsdienst jede 2. Woche
  Bett- und Frottierwäsche
  Kehrrichtgebühren",https://www.immoscout24.ch/de/d/einzelzimmer-mieten-finsterhennen/7100559,True,False,False,True,False,False,False,False,True
3.5,80.0,1950,1720,3806,Seestrasse 36,Bönigen b. Interlaken,2006,Suchen Sie eine Wohnung fürs Alter in gepflegter Umgebung mit Sicht auf See und Berge?Oder eine Ferienwohnung für erholsame Aufenthalte und Ausflüge in Berglandschaften mit Ski- und Wandermöglichkeiten?Dann bietet Ihnen diese wunderschöne und stilvolle 35 Zimmer Dachwohnung mit Balkon am Brienzersee mit Lift und Bushaltestelle vor dem Haus in Bönigen/BE ideale Voraussetzungen!Der Zugang ist durch einen Treppenaufgang und durch einen Personenlift gewährleistet.Ein Einstellhallenplatz kann dazu gemietet werden.Die Wohnung befindet sich in der Residenz 'Schlössli'. Diese wurde ursprünglich als Seniorenresidenz gebaut mit direktem Anstoss zum Pflegeheim Schlössli. Die Wohnungen stehen aber allen Benutzer offen auch als Ferienwohnungen in Dauermiete. Das gesamte Gebäude ist rollstuhlgängig. Als Alterswohnungen bieten sie natürlich ideale Voraussetzungen. So verfügen sie über einen Lift elektrische Türöffner und die Bushaltestelle befindet sich vor der Haustür.AusstattungWohn- und Esszimmer / offene Küche mit Geschirrspüler Backofen / 2 Schlafzimmer / Badezimmer mit Badewanne und sep. Dusche und WC mit Closomataufsatz / Reduit mit Waschmaschine und Tumbler / Balkon mit Reduit /  durchgehend Plattenboden / Bodenheizung / elektrisch betriebene Fensterstoren und SonnenstoreKomfortDas Gebäude verfügt über einen Lift vom UG bis DG und alle Zugangstüren über einen sensorgesteuerten elektrischen Betrieb.Bei Bedarf kann das Essen vom benachbarten Pflegeheim auf das Zimmer bestellt werden oder es kann dort im Speisesaal genossen werden. Gegebenenfalls können auch Pflegedienste bezogen werden.Im Dachgeschoss steht eine Terrasse und vor den Wohnungszugängen ein Pavillon zur gemeinsamen Nutzung zur Verfügung.Besonnung / SichtAusrichtung der Wohnung Balkon und Schlafzimmer 1 gegen West Sonne von Mittags bis Abends. Schlafzimmer 2 gegen Ost.LageDie Residenz 'Schlössli' steht an ruhiger und sonniger Lage am Brienzersee in einem Quartier von Bönigen. Das Dorf bietet für verschiedenste Ansprüche ideale Voraussetzungen.Bönigen ist sowohl mit privaten als auch mit öffentlichen Verkehrsmitteln sehr gut erschlossen. Wander- und Skigebiete sind in unmittelbarer Nähe. Das ruhige Dorf liegt nur 3 Kilometer östlich von Interlaken.,https://www.immoscout24.ch/de/d/dachwohnung-mieten-boenigen-b-interlaken/6852996,True,False,True,True,False,True,False,True,True
2.5,68.0,1690,1490,3063,Gartenstrasse 2,Ittigen,0,Per 01.07.2022 vermieten wir diese schöne und moderne 2.5-Zimmerwohnung.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenKüche und Nasszelle mit pflegeleichtem dunklen PlattenbodenModerne offene Küche mit Glaskeramikherd Backofen Geschirrspüler und viel Stauraum für Ihre KüchenutensilienBadezimmer mit WC Lavabo Spiegelschrank und DuscheReduit mit eigenem Waschturm (Waschmaschine und Tumbler)Gemütlicher Balkon zum VerweilenEigenes Kellerabteil im UntergeschossWaschküche und Trockenraum zur MitnutzungLift vorhandenDie Haustierhaltung ist in dieser Liegenschaft erlaubt.Bei Bedarf kann ein Einstellplatz für CHF 135.00 pro Monat dazu gemietet werden.Umgebung:Diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer NäheVielseitige Angebote für Familien Paare und Singles runden die nahezu perfekte Lage hinsichtlich Infrastruktur in fast allen Bereichen abSehr gute Anschlüsse an die Autobahn und an den öffentlichen VerkehrBitte beachten Sie dass die Bilder als Referenzbilder dienen und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.,https://www.immoscout24.ch/de/d/wohnung-mieten-ittigen/7100508,True,False,True,False,False,False,False,True,False
1.0,14.0,620,550,2543,Solothurnerstrasse 33,Lengnau BE,2021,Die mini Wohnungen sind mithochwertigen Materialien ausgebaut.Die Wohnung ist wie ein Hotelzimmersehr elegant mit einer eigenen Kücheund Bad. Ein Parkplatz kann dazu gemietet werden.The mini flats arehigh quality materials.The flat is like a hotel roomvery elegant with its own kitchenand bathroom. A parking space can be rented.Küche ist mit Kühlschrank zwei Kochplatteneiner Spülbecken und Oberschränkenausgestattet.WC Du und ein Lavabo im Bad.Hohe und sehr warme Räume mit WIFIZugang.Kitchen is equipped with refrigerator two hotplates a sink and wall cupboardsequipped.WC shower and a washbasin in the bathroom.High and very warm rooms with WIFIaccess.Mietpreise beginnen ab CHF 550.00 pro Monat + CHF 70.00 NKInklusive WasserInklusive StromInklusive WIFIInklusive WaschenAuf Wunsch und Absprache ist jede Wohnung Möbliert möglich.Rental prices start from CHF 550 per month + CHF 70.00 NKWater includedElectricity includedWIFI includedWashing includedUpon request and agreement each flat can be furnished.,https://www.immoscout24.ch/de/d/wohnung-mieten-lengnau-be/6792828,True,True,False,True,False,False,True,False,False
2.5,62.5,1050,900,2502,Bahnhofstrasse 30,Biel/Bienne,0,Im Herzen der Stadt Biel vermieten wir eine grosszügige 2.5-Zimmerwohnung im 4. OG mit Lift. (kein Balkon)Die Wohnung ist mit Parkett- und Plattenböden ausgestattet.Die Essküche verfügt über einen Geschirrspüler und eine eigene Waschmaschine.Das grosszügige Reduit bietet genügend Stauraum.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7100465,False,False,True,False,False,False,False,True,True
4.5,112.5,2340,2090,3436,Bordweg 5,Zollbrück,2022,Per sofort oder nach Vereinbarung zu vermieten:Grosszügige 4.5 Zimmerwohnungen an ruhiger und dennoch zentraler Lage in Zollbrück mit 61 m2 Terrasse.Auch geeignet für WG's.Neubau – ErstvermietungMit folgender Ausstattung:Ausbaustandart auf Niveau Stockwerkeigentumoffener Wohn- Koch- und Essbereichzwei Badezimmer einmal mit Dusche und einmal mit BadewanneSchlafzimmer mit innenliegendem Badezimmereigene Waschmaschine und Tumbler im Reduitgrosse sonnige Terrasse (Südseite)Eigener KellerraumParkett in dem Wohnbereich und ZimmerFeinsteinzeug Platten in den Bädern und ReduitEinstellhallenpatz kann für 110.- dazu gemietet werden.m2/Preis liegt deutlich unter dem m2/Preis der Konkurrenz.,https://www.immoscout24.ch/de/d/wohnung-mieten-zollbrueck/6957911,True,False,True,False,False,True,True,True,True
2.5,93.0,1735,1555,3436,Bordweg 5,Zollbrück,2022,Per sofort oder nach Vereinbarung zu vermieten:Grosszügige 2.5 Zimmerwohnungen (Option 3.5 Zimmerwohnung) an ruhiger und dennoch zentraler Lage in Zollbrück.Optional kann ein weiteres Zimmer abgetrennt werden.Neubau – ErstvermietungMit folgender Ausstattung:Ausbaustandart auf Niveau Stockwerkeigentumoffener Wohn- Koch- und Essbereichzwei Badezimmer einmal mit Dusche und einmal mit BadewanneSchlafzimmer mit innenliegendem Badezimmereigene Waschmaschine und Tumbler im Reduitsonnige Dachterrasse (Südseite)Aussensitzplatz mit Hochbeet Anlage zur gemeinsamen BenutzungEigener KellerraumParkett in dem Wohnbereich und ZimmerFeinsteinzeug Platten in den Bädern und ReduitEinstellhallenpatz kann für 110.- dazu gemietet werden.m2/Preis liegt deutlich unter dem m2/Preis der Konkurrenz.,https://www.immoscout24.ch/de/d/wohnung-mieten-zollbrueck/6961546,True,False,True,False,False,True,True,True,True
3.0,75.0,1435,1285,3322,Feldeggstrasse 15,Urtenen-Schönbühl,0,Schönbühl: grosszügige helle 3-Zimmerwohnung im Hochparterre Wir vermieten per 16. Mai 2022 oder nach Vereinbarung eine helle 3-Zimmerwohnung im Hochparterre. Die Wohnung befindet sich in einer gepflegten Liegenschaft in Urtenen-Schönbühl. Eine Bushaltestelle befindet sich in der Nähe.Für Ihre Wohnqualität:moderne Wohnküche mit Glaskeramikherd und GeschirrspülerBadezimmer mit Badewannelichtdurchflutete Zimmerriesiger sonniger BalkonKellerIm Jahr 2020 wurde die Gebäudehülle auf der West-Seite saniert sehr grosse Balkone angebaut und die Ölheizung durch eine Wärmepumpe ersetzt.Eine Garage kann für Fr. 110.00 dazu gemietet werden.Alle Bilder sind typähnlich.Haben wir Ihr Interesse geweckt? Zögern Sie nicht uns zu kontaktieren! 031 974 22 25,https://www.immoscout24.ch/de/d/wohnung-mieten-urtenen-schoenbuehl/6982816,True,True,False,False,False,False,False,False,False
5.5,148.0,2850,2440,3006,Bolligenstr.28b,Bern,0,Wir vermieten ab 01.08.2022 eine exklusive 5½-Zimmer-Wohnung die Ihnen folgende Vorzüge bietet:(Fotos Typähnlich)Moderne Küche mit Geschirrspüler/GlaskeramikherdParkettböden im Wohn- und Schlafzimmer (neu)Wohnung wird frisch gestrichenBadezimmer mit BadewanneSep. WCGrosszügige Dachterrasse mit Blick ins GrüneEinbauschränke vorhandenEin Kellerabteil steht zur VerfügungRuhig LageÖV-Anbindung in unmittelbarer NäheEin Einstellplatz kann zu CHF 140.00/mtl. dazu gemietet werden.Haben wir Ihr Interesse geweckt? Dann freuen wir uns über Ihre Anwesenheit bei der nächsten Besichtigung.,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7073861,False,True,False,False,False,False,False,False,False
2.5,74.0,1500,1290,3322,Etzmattrain 23,Urtenen-Schönbühl,2013,Wir vermieten eine gemütliche 2½- Zimmer-Wohnung mit folgenden Vorzügen:Gut durchdachter Grundriss mit vielfältigen MöblierungsmöglichkeitenModerne Küche mit Geschirrspüler und GlaskeramikherdReduit in der WohnungBadezimmer mit Badewanne und FensterWaschmaschine und Tumbler in der WohnungParkett- und PlattenbodenSonniger grosser BalkonSchöne Überbauung im GrünenEinstellplatz kann für CHF 130.-/Mt. dazugemietet werdenEinkaufsmöglichkeiten und ÖV in unmittelbarer NäheGern zeigen wir Ihnen die Wohnung bei einem unverbindlichen Besichtigungstermin wir freuen uns auf Ihren Anruf!Bitte beachten Sie dass es sich bei den Bildern um Beispielfotos einer ähnlichen Wohnung in der Überbauung handelt.Bewerben Sie sich online: www.mywincasa.ch/de/candidate/entryIhr Bewerbungscode: 07947.04.0004,https://www.immoscout24.ch/de/d/wohnung-mieten-urtenen-schoenbuehl/7073860,True,True,True,False,False,False,True,True,False
3.5,91.0,1750,1500,3098,Spühlihalde 15,Köniz,1997,Suchen Sie eine gemütliche Wohnung in einer gepflegten Umgebung? Dann wartet hier das richtige Objekt auf Sie!. in allen Zimmern Parkettbodenbelag. grosse Wohnküche mit Glaskeramikkochherd und Geschirrspüler. Bad/WC mit Badewanne und sep. WC. Einbauschränke. sonniger Gartensitzplatz. Kellerabteil vorhanden. nähe BushaltestelleEs besteht die Möglichkeiten einen Einstellhallenplatz für CHF 130.00 dazu zumieten.Die Bilder stammen aus einer Wohnung mit gleichem Ausbaustandard. Kleinere Abweichungen sind daher möglich.Haben wir Ihr Interesse geweckt? Rufen Sie uns noch heute an! Gerne vereinbaren wir mit Ihnen einen Besichtigungstermin.,https://www.immoscout24.ch/de/d/wohnung-mieten-koeniz/7037828,False,True,True,False,False,False,False,False,False
4.5,124.0,1890,1600,2554,Hauptstrasse 46,Meinisberg,2022,Baujahr 2022 – neuer geht nicht! Das erwartet Sie als Erstmieter:Insgesamt 9 attraktive 3.5- und 4.5- Zimmerwohnungen auf 3 Stockwerken befinden sich in der Liegenschaft. Als erster Mieter Ihrer neuen Wohnung erwartet Sie eine hochwertige moderne offene und grosszügige Bauweise.In der Wohnung finden Sie helle Räume welche durch die grossen Fenster viel Tageslicht durchfluten lassen. Die offene Küche bildet eine perfekte Verbindung zum grossen Wohnzimmer welches genügend Platz für einen Esstisch bietet.In den grosszügigen Schlafzimmern können Sie neben einem grossen Bett problemlos auch einen Kleiderschrank oder einen Schreibtisch platzieren.Dank den zwei Badezimmern die jeweils über eine Dusche oder Badewanne verfügen können auch mehrere Familienmitglieder gleichzeitig im Badezimmer sein.Sie möchten mehr über diese tollen Wohnungen erfahren? Wir freuen uns auf Ihre Kontaktaufnahme und senden Ihnen gerne unsere vollständige Vermietungsdokumentation zu.,https://www.immoscout24.ch/de/d/wohnung-mieten-meinisberg/7066819,True,True,True,False,False,False,True,True,True
3.5,99.0,1650,1420,2554,Hauptstrasse 46,Meinisberg,2022,Baujahr 2022 – neuer geht nicht! Das erwartet Sie als Erstmieter:Insgesamt 9 attraktive 3.5- und 4.5- Zimmerwohnungen auf 3 Stockwerken befinden sich in der Liegenschaft. Als erster Mieter Ihrer neuen Wohnung erwartet Sie eine hochwertige moderne offene und grosszügige Bauweise.In der Wohnung finden Sie helle Räume welche durch die grossen Fenster viel Tageslicht durchfluten lassen. Die offene Küche bildet eine perfekte Verbindung zum grossen Wohnzimmer welches genügend Platz für einen Esstisch bietet.In den grosszügigen Schlafzimmern können Sie neben einem grossen Bett problemlos auch einen Kleiderschrank oder einen Schreibtisch platzieren.Dank den zwei Badezimmern die jeweils über eine Dusche oder Badewanne verfügen können auch mehrere Familienmitglieder gleichzeitig im Badezimmer sein.Sie möchten mehr über diese tollen Wohnungen erfahren? Wir freuen uns auf Ihre Kontaktaufnahme und senden Ihnen gerne unsere vollständige Vermietungsdokumentation zu.,https://www.immoscout24.ch/de/d/wohnung-mieten-meinisberg/7066640,True,True,True,False,False,False,True,True,True
4.5,97.0,1745,1475,3400,Gyrischachenstrasse 6b,Burgdorf,2011,"Die Lage Im Quartier Gyrischachen werden Sie sich dank der Nähe zur Bushaltestelle ""Gyri Ost"" zu verschiedenen Einkaufsmöglichkeiten und Dienstleistern und dem quartiereigenen Schwimmbad wohlfühlen. Hier wohnen Sie in einem grünen Quartier mit einer familienfreundlichen Infrastruktur kurzen Gehdistanzen zu Kindergarten Schulen und dem Naherholungsgebiet.ein Rundgang durch Ihre Wohnung Die Wohnung verfügt über sehr geräumige Zimmer und viel Platz sich einzurichten. Für mehr Stauraum sorgen Garderobe und Wandschrank im Eingangsbereich. Ein Highlight ist die moderne Küche welche zum Essbereich hin offen gehalten ist. Praktisch für Ihr Familienleben sind die beiden Badezimmer mit Dusche sowie Badewanne. Durch die grossen Glasfronten wird der Wohnbereich mit viel Tageslicht durchflutet.Weiter bietet Ihnen diese Wohnung folgende Vorzüge:moderne Küche mit GeschirrspülerEinbaukühlschrank mit separeten GefrierschubladenWohnzimmer3 ZimmerBalkonKellerabteilDetails Ein Einstellplatz in der Tiefgarage kann auf Wunsch für CHF 107.00 mtl. dazu gemietet werden.Anrufen. Besichtigen. Mieten. Suchen Sie ein neues Zuhause für Ihre Familie? Dann freuen wir uns auf Ihre Kontaktaufnahme!Franziska Köhli058 280 74 87franziska.koehli@helvetia.chAls Mieter von Helvetia profitieren Sie von 50% Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!Bei den publizierten Bildern handelt es sich um typenähnliche / typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/immobilien",https://www.immoscout24.ch/de/d/wohnung-mieten-burgdorf/7083115,True,True,True,True,False,False,False,False,False
2.5,65.0,1395,1275,4922,Dammweg 9,Bützberg,2014,Die Lage Die Überbauung Buechholzfeld besteht aus insgesamt drei Mehrfamilienhäuser welche im Jahr 2014 neu erstellt worden sind. Die Lage des Quartiers besticht durch die unverbaute angrenzende Landwirtschaftszone. Bützberg bietet zudem viele Freizeitmöglichkeiten - so befindet sich in unmittelbarer Umgebung ein kleines Hallenbad ein Erlebnisspielplatz vielfältige Wander- und Radwege und einen Vitaparcours. Einkaufsmöglichkeiten wie COOP Landi sowie Bäckereien sind in wenigen Gehminuten erreichbar. Alles Weitere für den täglichen Bedarf findet man im 9 Autominuten entfernten Langenthal. Die Bushaltestelle Tell liegt nur 5 Fussminuten von Ihrem Zuhause entfernt. Mit dem Bus erreicht man den Hauptbahnhof Langenthal in ca. 10 Minuten.Rundgang durch Ihre Wohnung Nebst der wunderschönen Aussicht besticht die Attikawohnung mit einem modernem gehobenem Ausbaustandard. Der grosszügige Wohn-/Essbereich mit der Küche sowie die Zimmer sind mit Eichenparkett ausgestattet. Das Badezimmer verfügt über Badewanne und Dusche. Praktisch ist auch der eigene Waschturm. Zudem verwandelt sich die Terrasse mit Blick ins Grüne in den warmen Monaten in einen zusätzlichen Wohnraum.Folgende weitere Highlights erwarten Sie:offene grosszügige Küchegrosszügiges Wohn- und Esszimmerein Badezimmer mit Badewanne/WC + Fenstereigener Waschturmgrosse teilüberdachte TerrasseLiftDetails Einstellhallenplatz kann für mtl. CHF 110.00 dazu gemietet werden.Anrufen. Besichtigen. Mieten Geniessen Sie in Zukunft Ihr Zuhause in vollen Zügen. Wir freuen uns auf Ihre Kontaktaufnahme!Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/mieteBei den publizierten Bildern handelt es sich um typenähnliche / typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.,https://www.immoscout24.ch/de/d/attikawohnung-mieten-buetzberg/7072023,True,True,True,False,True,False,False,False,False
